Test MM3,
799.7857143,0.799367089
799.8214286,0.620886076
799.8571429,0.767088608
799.8928571,0.884810127
799.9285714,1.032911392
799.9642857,1.163924051
800,1.163924051
800.0357143,0.920886076
800.0714286,1.042405063
800.1071429,1.275949367
800.1428571,1.562658228
800.1785714,1.239873418
800.2142857,1.308227848
800.25,1.000632911
800.2857143,1.087974684
800.3214286,1.087974684
800.3571429,1.143037975
800.3928571,1.234177215
800.4285714,1.217088608
800.4642857,1.363291139
800.5,1.452531646
800.5357143,1.110759494
800.5714286,1.289240506
800.6071429,0.985443038
800.6428571,0.985443038
800.6785714,1.194303797
800.7142857,0.98164557
800.75,1.065189873
800.7857143,1.264556962
800.8214286,1.086075949
800.8571429,1.021518987
800.8928571,0.985443038
800.9285714,0.881012658
800.9642857,1.068987342
819,0.784177215
819.0357143,0.884810127
819.0714286,0.974050633
819.1071429,1.124050633
819.1428571,1.171518987
819.1785714,1.188607595
819.2142857,0.974050633
819.25,1.28164557
819.2857143,1.029113924
819.3214286,1.029113924
819.3571429,1.051898734
819.3928571,1.144936709
819.4285714,1.162025316
819.4642857,0.996835443
819.5,0.844936709
819.5357143,1.078481013
819.5714286,0.814556962
819.6071429,0.98164557
819.6428571,0.98164557
819.6785714,1.196202532
819.7142857,1.365189873
819.75,1.458227848
819.7857143,1.579746835
819.8214286,1.391772152
819.8571429,1.30443038
819.8928571,1.300632911
819.9285714,0.757594937
819.9642857,0.848734177
820,0.848734177
820.0357143,0.966455696
820.0714286,1.036708861
820.1071429,1.201898734
820.1428571,1.296835443
820.1785714,1.169620253
820.2142857,1.129746835
820.25,1.181012658
820.2857143,1.351898734
820.3214286,1.35
820.3571429,1.329113924
820.3928571,0.618987342
820.4285714,0.683544304
820.4642857,0.85443038
820.5,0.843037975
820.5357143,1.034810127
820.5714286,1.141139241
820.6071429,1.285443038
820.6428571,1.285443038
820.6785714,1.361392405
820.7142857,1.209493671
820.75,1.080379747
820.7857143,0.996835443
820.8214286,1.11835443
820.8571429,1.232278481
820.8928571,1.285443038
820.9285714,1.103164557
820.9642857,0.989240506
839,1.283544304
839.0357143,1.275949367
839.0714286,1.291139241
839.1071429,1.031012658
839.1428571,1.065189873
839.1785714,0.541139241
839.2142857,0.712025316
839.25,0.677848101
839.2857143,0.829746835
839.3214286,0.829746835
839.3571429,1.02721519
839.3928571,1.169620253
839.4285714,1.188607595
839.4642857,1.2
839.5,1.247468354
839.5357143,1.467721519
839.5714286,1.612025316
839.6071429,0.708227848
839.6428571,0.708227848
839.6785714,0.768987342
839.7142857,0.951265823
839.75,0.884810127
839.7857143,1.057594937
839.8214286,1.163924051
839.8571429,1.243670886
839.8928571,1.368987342
839.9285714,1.285443038
839.9642857,1.044303797
840,1.044303797
840.0357143,1.163924051
840.0714286,1.37278481
840.1071429,1.598734177
840.1428571,1.467721519
840.1785714,1.080379747
840.2142857,1.133544304
840.25,0.991139241
840.2857143,1.163924051
840.3214286,1.163924051
840.3571429,1.294936709
840.3928571,1.473417722
840.4285714,0.956962025
840.4642857,1.042405063
840.5,0.975949367
840.5357143,1.012025316
840.5714286,1.053797468
840.6071429,0.994936709
840.6428571,0.994936709
840.6785714,1.133544304
840.7142857,1.334810127
840.75,1.462025316
840.7857143,1.167721519
840.8214286,1.412658228
840.8571429,1.103164557
840.8928571,1.293037975
840.9285714,1.32721519
840.9642857,1.52278481
859,1.484810127
859.0357143,1.019620253
859.0714286,0.966455696
859.1071429,0.920886076
859.1428571,0.687341772
859.1785714,0.780379747
859.2142857,0.723417722
859.25,0.9
859.2857143,1.012025316
859.3214286,1.012025316
859.3571429,1.019620253
859.3928571,1.234177215
859.4285714,1.344303797
859.4642857,0.890506329
859.5,1.00443038
859.5357143,1.07278481
859.5714286,1.169620253
859.6071429,1.108860759
859.6428571,1.108860759
859.6785714,1.198101266
859.7142857,1.353797468
859.75,0.881012658
859.7857143,0.962658228
859.8214286,1.156329114
859.8571429,1.367088608
859.8928571,1.486708861
859.9285714,1.361392405
859.9642857,1.376582278
860,1.376582278
860.0357143,0.829746835
860.0714286,1.00443038
860.1071429,1.012025316
860.1428571,1.133544304
860.1785714,0.841139241
860.2142857,0.937974684
860.25,0.907594937
860.2857143,0.939873418
860.3214286,0.939873418
860.3571429,1.15443038
860.3928571,1.35
860.4285714,1.036708861
860.4642857,1.194303797
860.5,1.00443038
860.5357143,1.163924051
860.5714286,1.310126582
860.6071429,1.057594937
860.6428571,1.055696203
860.6785714,1.184810127
860.7142857,1.399367089
860.75,1.167721519
860.7857143,1.012025316
860.8214286,1.251265823
860.8571429,1.458227848
860.8928571,1.534177215
860.9285714,1.490506329
860.9642857,1.615822785
879,0.905696203
879.0357143,1.078481013
879.0714286,1.215189873
879.1071429,1.380379747
879.1428571,0.871518987
879.1785714,1.070886076
879.2142857,1.031012658
879.25,1.179113924
879.2857143,1.367088608
879.3214286,1.367088608
879.3571429,1.063291139
879.3928571,1.082278481
879.4285714,1.103164557
879.4642857,1.258860759
879.5,1.391772152
879.5357143,1.02721519
879.5714286,1.103164557
879.6071429,1.331012658
879.6428571,1.331012658
879.6785714,1.291139241
879.7142857,1.437341772
879.75,1.486708861
879.7857143,1.082278481
879.8214286,1.224683544
879.8571429,0.905696203
879.8928571,0.998734177
879.9285714,1.013924051
879.9642857,1.012025316
880,1.012025316
880.0357143,1.019620253
880.0714286,1.260759494
880.1071429,0.64556962
880.1428571,0.708227848
880.1785714,0.875316456
880.2142857,1.017721519
880.25,0.979746835
880.2857143,0.898101266
880.3214286,0.9
880.3571429,0.917088608
880.3928571,1.070886076
880.4285714,1.125949367
880.4642857,1.201898734
880.5,1.270253165
880.5357143,1.437341772
880.5714286,1.247468354
880.6071429,0.829746835
880.6428571,0.829746835
880.6785714,0.844936709
880.7142857,0.799367089
880.75,0.943670886
880.7857143,1.15443038
880.8214286,1.224683544
880.8571429,1.103164557
880.8928571,1.07278481
880.9285714,1.300632911
880.9642857,1.300632911
899,0.884810127
899.0357143,0.901898734
899.0714286,0.784177215
899.1071429,0.784177215
899.1428571,0.708227848
899.1785714,0.837341772
899.2142857,0.698734177
899.25,0.784177215
899.2857143,0.920886076
899.3214286,0.920886076
899.3571429,1.082278481
899.3928571,1.184810127
899.4285714,1.287341772
899.4642857,0.951265823
899.5,1.012025316
899.5357143,1.110759494
899.5714286,0.770886076
899.6071429,0.905696203
899.6428571,0.905696203
899.6785714,1.103164557
899.7142857,1.103164557
899.75,1.275949367
899.7857143,1.376582278
899.8214286,1.346202532
899.8571429,0.996835443
899.8928571,1.122151899
899.9285714,1.103164557
899.9642857,1.179113924
900,1.17721519
900.0357143,1.127848101
900.0714286,1.012025316
900.1071429,0.896202532
900.1428571,1.057594937
900.1785714,1.308227848
900.2142857,1.539873418
900.25,0.867721519
900.2857143,0.985443038
900.3214286,0.985443038
900.3571429,1.127848101
900.3928571,0.744303797
900.4285714,0.858227848
900.4642857,0.98164557
900.5,1.09556962
900.5357143,1.285443038
900.5714286,1.406962025
900.6071429,0.951265823
900.6428571,0.951265823
900.6785714,1.181012658
900.7142857,1.057594937
900.75,0.9
900.7857143,0.848734177
900.8214286,0.860126582
900.8571429,0.941772152
900.8928571,0.987341772
900.9285714,1.150632911
900.9642857,1.243670886
919,1.331012658
919.0357143,1.406962025
919.0714286,1.209493671
919.1071429,0.966455696
919.1428571,1.013924051
919.1785714,0.943670886
919.2142857,1.160126582
919.25,1.325316456
919.2857143,1.391772152
919.3214286,1.391772152
919.3571429,1.467721519
919.3928571,1.103164557
919.4285714,0.951265823
919.4642857,1.063291139
919.5,1.152531646
919.5357143,0.924683544
919.5714286,0.911392405
919.6071429,1.034810127
919.6428571,1.034810127
919.6785714,1.120253165
919.7142857,1.353797468
919.75,1.382278481
919.7857143,1.387974684
919.8214286,1.467721519
919.8571429,1.543670886
919.8928571,1.323417722
919.9285714,1.37278481
919.9642857,1.494303797
920,1.494303797
920.0357143,1.247468354
920.0714286,0.569620253
920.1071429,0.677848101
920.1428571,0.770886076
920.1785714,0.890506329
920.2142857,0.991139241
920.25,1.120253165
920.2857143,0.738607595
920.3214286,0.740506329
920.3571429,0.875316456
920.3928571,0.960759494
920.4285714,1.179113924
920.4642857,1.340506329
920.5,0.917088608
920.5357143,0.765189873
920.5714286,0.890506329
920.6071429,1.021518987
920.6428571,1.021518987
920.6785714,1.078481013
920.7142857,1.300632911
920.75,1.323417722
920.7857143,1.038607595
920.8214286,1.05
920.8571429,1.209493671
920.8928571,1.274050633
920.9285714,1.399367089
920.9642857,0.937974684
939,1.270253165
939.0357143,1.163924051
939.0714286,1.162025316
939.1071429,1.061392405
939.1428571,1.089873418
939.1785714,0.966455696
939.2142857,1.108860759
939.25,1.110759494
939.2857143,1.087974684
939.3214286,1.086075949
939.3571429,1.156329114
939.3928571,1.382278481
939.4285714,1.58164557
939.4642857,1.610126582
939.5,1.105063291
939.5357143,0.814556962
939.5714286,0.575316456
939.6071429,0.592405063
939.6428571,0.592405063
939.6785714,0.677848101
939.7142857,0.789873418
939.75,0.928481013
939.7857143,1.021518987
939.8214286,1.163924051
939.8571429,1.334810127
939.8928571,1.518987342
939.9285714,1.247468354
939.9642857,0.920886076
940,0.920886076
940.0357143,0.505063291
940.0714286,0.571518987
940.1071429,0.641772152
940.1428571,0.731012658
940.1785714,0.723417722
940.2142857,0.77278481
940.25,0.905696203
940.2857143,1.067088608
940.3214286,1.067088608
940.3571429,1.232278481
940.3928571,1.332911392
940.4285714,1.156329114
940.4642857,1.103164557
940.5,1.285443038
940.5357143,1.021518987
940.5714286,1.137341772
940.6071429,1.032911392
940.6428571,1.031012658
940.6785714,1.234177215
940.7142857,1.247468354
940.75,1.391772152
940.7857143,0.905696203
940.8214286,0.844936709
940.8571429,0.774683544
940.8928571,0.905696203
940.9285714,1.067088608
940.9642857,1.163924051
959,1.148734177
959.0357143,0.767088608
959.0714286,0.867721519
959.1071429,1.012025316
959.1428571,1.010126582
959.1785714,0.960759494
959.2142857,1.135443038
959.25,0.656962025
959.2857143,0.806962025
959.3214286,0.937974684
959.3571429,1.110759494
959.3928571,1.230379747
959.4285714,1.277848101
959.4642857,1.410759494
959.5,1.410759494
959.5357143,1.574050633
959.5714286,0.890506329
959.6071429,0.844936709
959.6428571,0.896202532
959.6785714,0.890506329
959.7142857,1.139240506
959.75,1.287341772
959.7857143,1.425949367
959.8214286,1.425949367
959.8571429,1.543670886
959.8928571,1.593037975
959.9285714,0.905696203
959.9642857,0.928481013
960,0.683544304
960.0357143,0.808860759
960.0714286,0.955063291
960.1071429,1.125949367
960.1428571,1.125949367
960.1785714,1.194303797
960.2142857,1.424050633
960.25,1.361392405
960.2857143,1.467721519
960.3214286,1.082278481
960.3571429,0.955063291
960.3928571,1.091772152
960.4285714,1.091772152
960.4642857,1.019620253
960.5,1.019620253
960.5357143,1.194303797
960.5714286,1.133544304
960.6071429,1.152531646
960.6428571,1.302531646
960.6785714,0.723417722
960.7142857,0.890506329
960.75,0.985443038
960.7857143,1.008227848
960.8214286,1.006329114
960.8571429,1.106962025
960.8928571,1.323417722
960.9285714,0.987341772
960.9642857,0.98164557
979,0.848734177
979.0357143,0.875316456
979.0714286,0.958860759
979.1071429,0.903797468
979.1428571,0.901898734
979.1785714,0.913291139
979.2142857,1.091772152
979.25,1.002531646
979.2857143,1.201898734
979.3214286,1.012025316
979.3571429,0.955063291
979.3928571,0.894303797
979.4285714,0.909493671
979.4642857,0.717721519
979.5,0.717721519
979.5357143,0.894303797
979.5714286,1.012025316
979.6071429,0.890506329
979.6428571,1.021518987
979.6785714,1.034810127
979.7142857,1.173417722
979.75,1.042405063
979.7857143,0.930379747
979.8214286,0.930379747
979.8571429,0.924683544
979.8928571,1.042405063
979.9285714,0.801265823
979.9642857,0.894303797
980,0.860126582
980.0357143,0.87721519
980.0714286,0.860126582
980.1071429,0.905696203
980.1428571,0.905696203
980.1785714,1.114556962
980.2142857,1.133544304
980.25,1.234177215
980.2857143,1.103164557
980.3214286,1.158227848
980.3571429,1.386075949
980.3928571,0.936075949
980.4285714,1.127848101
980.4642857,0.970253165
980.5,0.96835443
980.5357143,1.057594937
980.5714286,1.325316456
980.6071429,1.422151899
980.6428571,1.437341772
980.6785714,0.956962025
980.7142857,1.122151899
980.75,1.300632911
980.7857143,1.501898734
980.8214286,1.501898734
980.8571429,0.911392405
980.8928571,1.017721519
980.9285714,1.163924051
980.9642857,1.232278481
999,1.146835443
999.0357143,1.277848101
999.0714286,1.460126582
999.1071429,1.530379747
999.1428571,1.530379747
999.1785714,0.867721519
999.2142857,0.655063291
999.25,0.77278481
999.2857143,0.936075949
999.3214286,0.803164557
999.3571429,0.951265823
999.3928571,1.09556962
999.4285714,1.28164557
999.4642857,1.209493671
999.5,1.211392405
999.5357143,1.194303797
999.5714286,1.334810127
999.6071429,1.484810127
999.6428571,1.471518987
999.6785714,0.776582278
999.7142857,0.575316456
999.75,0.611392405
999.7857143,0.696835443
999.8214286,0.693037975
999.8571429,0.774683544
999.8928571,0.943670886
999.9285714,1.101265823
999.9642857,1.182911392
1000,1.262658228
1000.035714,1.427848101
1000.071429,1.171518987
1000.107143,1.103164557
1000.142857,1.103164557
1000.178571,0.768987342
1000.214286,0.882911392
1000.25,1.057594937
1000.285714,0.894303797
1000.321429,0.905696203
1000.357143,0.909493671
1000.392857,1.000632911
1000.428571,1.101265823
1000.464286,1.11835443
1000.5,1.11835443
1000.535714,1.275949367
1000.571429,1.452531646
1000.607143,1.308227848
1000.642857,1.558860759
1000.678571,1.006329114
1000.714286,0.799367089
1000.75,0.710126582
1000.785714,0.822151899
1000.821429,0.822151899
1000.857143,0.924683544
1000.892857,0.915189873
1000.928571,0.98164557
1000.964286,0.920886076
1019,1.125949367
1019.035714,1.234177215
1019.071429,1.376582278
1019.107143,1.108860759
1019.142857,1.108860759
1019.178571,1.031012658
1019.214286,1.042405063
1019.25,1.124050633
1019.285714,1.042405063
1019.321429,1.224683544
1019.357143,1.384177215
1019.392857,1.274050633
1019.428571,1.124050633
1019.464286,1.194303797
1019.5,1.194303797
1019.535714,0.803164557
1019.571429,0.784177215
1019.607143,0.875316456
1019.642857,0.951265823
1019.678571,0.972151899
1019.714286,0.974050633
1019.75,1.110759494
1019.785714,1.179113924
1019.821429,1.179113924
1019.857143,1.255063291
1019.892857,1.410759494
1019.928571,1.566455696
1019.964286,1.589240506
1020,1.600632911
1020.035714,1.501898734
1020.071429,0.907594937
1020.107143,1.103164557
1020.142857,1.103164557
1020.178571,1.15443038
1020.214286,1.211392405
1020.25,1.300632911
1020.285714,1.363291139
1020.321429,1.471518987
1020.357143,1.503797468
1020.392857,1.416455696
1020.428571,1.435443038
1020.464286,1.002531646
1020.5,1.002531646
1020.535714,1.124050633
1020.571429,0.890506329
1020.607143,0.928481013
1020.642857,1.114556962
1020.678571,1.319620253
1020.714286,1.536075949
1020.75,1.524683544
1020.785714,1.260759494
1020.821429,1.260759494
1020.857143,1.141139241
1020.892857,1.270253165
1020.928571,1.218987342
1020.964286,0.806962025
1039,1.509493671
1039.035714,1.481012658
1039.071429,1.127848101
1039.107143,1.15443038
1039.142857,1.15443038
1039.178571,1.319620253
1039.214286,1.467721519
1039.25,1.574050633
1039.285714,1.610126582
1039.321429,1.507594937
1039.357143,1.511392405
1039.392857,1.543670886
1039.428571,1.319620253
1039.464286,1.070886076
1039.5,1.070886076
1039.535714,1.163924051
1039.571429,1.277848101
1039.607143,1.365189873
1039.642857,1.336708861
1039.678571,1.427848101
1039.714286,1.467721519
1039.75,1.505696203
1039.785714,1.437341772
1039.821429,1.437341772
1039.857143,1.374683544
1039.892857,1.534177215
1039.928571,1.406962025
1039.964286,1.467721519
1040,1.11835443
1040.035714,1.148734177
1040.071429,1.217088608
1040.107143,1.427848101
1040.142857,1.427848101
1040.178571,1.370886076
1040.214286,1.482911392
1040.25,1.492405063
1040.285714,1.520886076
1040.321429,1.368987342
1040.357143,1.452531646
1040.392857,1.505696203
1040.428571,1.429746835
1040.464286,1.558860759
1040.5,1.558860759
1040.535714,1.07278481
1040.571429,1.078481013
1040.607143,1.270253165
1040.642857,1.460126582
1040.678571,1.323417722
1040.714286,1.120253165
1040.75,1.443037975
1040.785714,1.486708861
1040.821429,1.486708861
1040.857143,1.507594937
1040.892857,1.574050633
1040.928571,1.47721519
1040.964286,1.486708861
1059,1.501898734
1059.035714,1.528481013
1059.071429,1.456329114
1059.107143,1.537974684
1059.142857,1.537974684
1059.178571,1.612025316
1059.214286,1.610126582
1059.25,1.58164557
1059.285714,1.313924051
1059.321429,1.437341772
1059.357143,1.507594937
1059.392857,1.473417722
1059.428571,1.575949367
1059.464286,1.574050633
1059.5,1.574050633
1059.535714,1.594936709
1059.571429,1.47721519
1059.607143,1.509493671
1059.642857,1.458227848
1059.678571,1.182911392
1059.714286,1.410759494
1059.75,1.443037975
1059.785714,1.543670886
1059.821429,1.541772152
1059.857143,1.566455696
1059.892857,1.608227848
1059.928571,1.610126582
1059.964286,1.612025316
1060,1.401265823
1060.035714,1.391772152
1060.071429,1.340506329
1060.107143,1.410759494
1060.142857,1.410759494
1060.178571,1.437341772
1060.214286,1.570253165
1060.25,1.380379747
1060.285714,1.481012658
1060.321429,1.610126582
1060.357143,1.610126582
1060.392857,1.583544304
1060.428571,1.60443038
1060.464286,1.549367089
1060.5,1.549367089
1060.535714,1.560759494
1060.571429,1.608227848
1060.607143,1.513291139
1060.642857,1.291139241
1060.678571,1.433544304
1060.714286,1.551265823
1060.75,1.583544304
1060.785714,1.566455696
1060.821429,1.566455696
1060.857143,1.537974684
1060.892857,1.610126582
1060.928571,1.613924051
1060.964286,1.610126582
1079,1.613924051
1079.035714,1.593037975
1079.071429,1.608227848
1079.107143,1.507594937
1079.142857,1.507594937
1079.178571,1.520886076
1079.214286,1.577848101
1079.25,1.577848101
1079.285714,1.612025316
1079.321429,1.612025316
1079.357143,1.610126582
1079.392857,1.484810127
1079.428571,1.549367089
1079.464286,1.612025316
1079.5,1.612025316
1079.535714,1.507594937
1079.571429,1.566455696
1079.607143,1.610126582
1079.642857,1.610126582
1079.678571,1.606329114
1079.714286,1.612025316
1079.75,1.610126582
1079.785714,1.610126582
1079.821429,1.610126582
1079.857143,1.566455696
1079.892857,1.501898734
1079.928571,1.536075949
1079.964286,1.513291139
1080,1.589240506
1080.035714,1.608227848
1080.071429,1.612025316
1080.107143,1.574050633
1080.142857,1.574050633
1080.178571,1.610126582
1080.214286,1.494303797
1080.25,1.610126582
1080.285714,1.613924051
1080.321429,1.543670886
1080.357143,1.608227848
1080.392857,1.608227848
1080.428571,1.376582278
1080.464286,1.558860759
1080.5,1.558860759
1080.535714,1.452531646
1080.571429,1.562658228
1080.607143,1.501898734
1080.642857,1.467721519
1080.678571,1.494303797
1080.714286,1.608227848
1080.75,1.612025316
1080.785714,1.612025316
1080.821429,1.612025316
1080.857143,1.596835443
1080.892857,1.458227848
1080.928571,1.558860759
1080.964286,1.608227848
1099,1.612025316
1099.035714,1.528481013
1099.071429,1.543670886
1099.107143,1.591139241
1099.142857,1.591139241
1099.178571,1.613924051
1099.214286,1.536075949
1099.25,1.553164557
1099.285714,1.60443038
1099.321429,1.613924051
1099.357143,1.520886076
1099.392857,1.612025316
1099.428571,1.612025316
1099.464286,1.612025316
1099.5,1.612025316
1099.535714,1.612025316
1099.571429,1.610126582
1099.607143,1.589240506
1099.642857,1.613924051
1099.678571,1.613924051
1099.714286,1.492405063
1099.75,1.462025316
1099.785714,1.579746835
1099.821429,1.579746835
1099.857143,1.60443038
1099.892857,1.60443038
1099.928571,1.612025316
1099.964286,1.612025316
1100,1.513291139
1100.035714,1.60443038
1100.071429,1.509493671
1100.107143,1.612025316
1100.142857,1.612025316
1100.178571,1.435443038
1100.214286,1.486708861
1100.25,1.612025316
1100.285714,1.610126582
1100.321429,1.610126582
1100.357143,1.600632911
1100.392857,1.610126582
1100.428571,1.513291139
1100.464286,1.47721519
1100.5,1.47721519
1100.535714,1.589240506
1100.571429,1.427848101
1100.607143,1.452531646
1100.642857,1.517088608
1100.678571,1.610126582
1100.714286,1.589240506
1100.75,1.612025316
1100.785714,1.612025316
1100.821429,1.612025316
1100.857143,1.481012658
1100.892857,1.610126582
1100.928571,1.556962025
1100.964286,1.610126582
1119,1.613924051
1119.035714,1.613924051
1119.071429,1.610126582
1119.107143,1.612025316
1119.142857,1.612025316
1119.178571,1.610126582
1119.214286,1.615822785
1119.25,1.613924051
1119.285714,1.612025316
1119.321429,1.613924051
1119.357143,1.612025316
1119.392857,1.613924051
1119.428571,1.613924051
1119.464286,1.612025316
1119.5,1.612025316
1119.535714,1.612025316
1119.571429,1.613924051
1119.607143,1.613924051
1119.642857,1.612025316
1119.678571,1.613924051
1119.714286,1.612025316
1119.75,1.610126582
1119.785714,1.608227848
1119.821429,1.608227848
1119.857143,1.613924051
1119.892857,1.615822785
1119.928571,1.594936709
1119.964286,1.610126582
1120,1.613924051
1120.035714,1.612025316
1120.071429,1.613924051
1120.107143,1.613924051
1120.142857,1.613924051
1120.178571,1.615822785
1120.214286,1.612025316
1120.25,1.536075949
1120.285714,1.613924051
1120.321429,1.416455696
1120.357143,1.610126582
1120.392857,1.612025316
1120.428571,1.613924051
1120.464286,1.612025316
1120.5,1.612025316
1120.535714,1.612025316
1120.571429,1.539873418
1120.607143,1.610126582
1120.642857,1.613924051
1120.678571,1.615822785
1120.714286,1.612025316
1120.75,1.612025316
1120.785714,1.612025316
1120.821429,1.612025316
1120.857143,1.612025316
1120.892857,1.612025316
1120.928571,1.613924051
1120.964286,1.612025316
1139,1.613924051
1139.035714,1.612025316
1139.071429,1.613924051
1139.107143,1.613924051
1139.142857,1.612025316
1139.178571,1.612025316
1139.214286,1.612025316
1139.25,1.610126582
1139.285714,1.612025316
1139.321429,1.612025316
1139.357143,1.612025316
1139.392857,1.612025316
1139.428571,1.610126582
1139.464286,1.612025316
1139.5,1.612025316
1139.535714,1.610126582
1139.571429,1.574050633
1139.607143,1.610126582
1139.642857,1.610126582
1139.678571,1.610126582
1139.714286,1.612025316
1139.75,1.612025316
1139.785714,1.612025316
1139.821429,1.612025316
1139.857143,1.613924051
1139.892857,1.612025316
1139.928571,1.615822785
1139.964286,1.612025316
1140,1.613924051
1140.035714,1.612025316
1140.071429,1.585443038
1140.107143,1.612025316
1140.142857,1.612025316
1140.178571,1.613924051
1140.214286,1.615822785
1140.25,1.613924051
1140.285714,1.613924051
1140.321429,1.613924051
1140.357143,1.615822785
1140.392857,1.615822785
1140.428571,1.577848101
1140.464286,1.615822785
1140.5,1.615822785
1140.535714,1.613924051
1140.571429,1.612025316
1140.607143,1.612025316
1140.642857,1.610126582
1140.678571,1.613924051
1140.714286,1.613924051
1140.75,1.612025316
1140.785714,1.613924051
1140.821429,1.613924051
1140.857143,1.612025316
1140.892857,1.610126582
1140.928571,1.612025316
1140.964286,1.613924051
1159,1.612025316
1159.035714,1.532278481
1159.071429,1.598734177
1159.107143,1.60443038
1159.142857,1.60443038
1159.178571,1.610126582
1159.214286,1.608227848
1159.25,1.610126582
1159.285714,1.613924051
1159.321429,1.610126582
1159.357143,1.610126582
1159.392857,1.583544304
1159.428571,1.613924051
1159.464286,1.60443038
1159.5,1.60443038
1159.535714,1.612025316
1159.571429,1.608227848
1159.607143,1.507594937
1159.642857,1.594936709
1159.678571,1.612025316
1159.714286,1.56835443
1159.75,1.612025316
1159.785714,1.613924051
1159.821429,1.613924051
1159.857143,1.613924051
1159.892857,1.612025316
1159.928571,1.612025316
1159.964286,1.593037975
1160,1.612025316
1160.035714,1.610126582
1160.071429,1.613924051
1160.107143,1.615822785
1160.142857,1.615822785
1160.178571,1.612025316
1160.214286,1.613924051
1160.25,1.613924051
1160.285714,1.612025316
1160.321429,1.610126582
1160.357143,1.613924051
1160.392857,1.612025316
1160.428571,1.612025316
1160.464286,1.610126582
1160.5,1.610126582
1160.535714,1.585443038
1160.571429,1.612025316
1160.607143,1.425949367
1160.642857,1.608227848
1160.678571,1.608227848
1160.714286,1.612025316
1160.75,1.613924051
1160.785714,1.612025316
1160.821429,1.612025316
1160.857143,1.612025316
1160.892857,1.594936709
1160.928571,1.610126582
1160.964286,1.613924051
1179,1.613924051
1179.035714,1.613924051
1179.071429,1.615822785
1179.107143,1.612025316
1179.142857,1.612025316
1179.178571,1.612025316
1179.214286,1.608227848
1179.25,1.612025316
1179.285714,1.613924051
1179.321429,1.610126582
1179.357143,1.612025316
1179.392857,1.610126582
1179.428571,1.613924051
1179.464286,1.612025316
1179.5,1.612025316
1179.535714,1.579746835
1179.571429,1.602531646
1179.607143,1.600632911
1179.642857,1.467721519
1179.678571,1.608227848
1179.714286,1.60443038
1179.75,1.509493671
1179.785714,1.610126582
1179.821429,1.610126582
1179.857143,1.612025316
1179.892857,1.606329114
1179.928571,1.612025316
1179.964286,1.612025316
1180,1.520886076
1180.035714,1.543670886
1180.071429,1.589240506
1180.107143,1.612025316
1180.142857,1.612025316
1180.178571,1.613924051
1180.214286,1.608227848
1180.25,1.613924051
1180.285714,1.613924051
1180.321429,1.610126582
1180.357143,1.610126582
1180.392857,1.612025316
1180.428571,1.610126582
1180.464286,1.612025316
1180.5,1.612025316
1180.535714,1.610126582
1180.571429,1.60443038
1180.607143,1.610126582
1180.642857,1.58164557
1180.678571,1.467721519
1180.714286,1.613924051
1180.75,1.608227848
1180.785714,1.612025316
1180.821429,1.612025316
1180.857143,1.60443038
1180.892857,1.610126582
1180.928571,1.613924051
1180.964286,1.610126582
